model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 A4;2014;Manual;59595;Diesel;30;65.7;2.0;A
 A1;2014;Automatic;52000;Petrol;30;54.3;1.4;A
 Q5;2009;Manual;62000;Diesel;235;42.1;2.0;A
 A4;2011;Manual;55000;Petrol;200;39.8;1.8;A
 A1;2014;Semi-Auto;48904;Petrol;125;53.3;1.4;A
 A1;2016;Manual;56875;Petrol;30;57.6;1.4;A
 A4;2013;Automatic;42011;Petrol;145;47.1;2.0;A
 A1;2016;Manual;48889;Diesel;0;76.3;1.6;A
 A1;2016;Manual;29793;Diesel;0;80.7;1.6;A
 A4;2014;Manual;49792;Diesel;30;64.2;2.0;A
 A1;2015;Manual;46526;Petrol;0;67.3;1.0;A
 A4;2013;Manual;50577;Diesel;30;65.7;2.0;A
 A1;2016;Manual;48297;Diesel;0;80.7;1.6;A
 A3;2015;Manual;70284;Diesel;20;68.9;2.0;A
 A1;2015;Automatic;54754;Diesel;0;76.3;1.6;A
 A1;2015;Manual;74901;Petrol;30;55.4;1.4;A
 A1;2015;Manual;56000;Diesel;0;80.7;1.6;A
 A4;2012;Manual;62000;Diesel;30;65.7;2.0;A
 A4;2015;Automatic;79813;Petrol;160;45.6;1.8;A
 A3;2016;Manual;117740;Petrol;30;57.6;1.4;A
 A4;2015;Automatic;100860;Diesel;0;72.4;2.0;A
 A3;2012;Manual;63945;Diesel;20;68.9;2.0;A
 A1;2015;Manual;44821;Diesel;0;80.7;1.6;A
 A3;2013;Manual;46333;Diesel;30;61.4;2.0;A
 A1;2016;Manual;37008;Diesel;0;76.3;1.6;A
 A4;2015;Manual;69134;Diesel;20;67.3;2.0;A
 A1;2016;Manual;42391;Diesel;0;76.3;1.6;A
 A1;2015;Manual;44141;Petrol;30;57.6;1.4;A
 A3;2015;Manual;71335;Diesel;0;74.3;1.6;A
 A3;2015;Manual;31586;Diesel;0;74.3;1.6;A
 A1;2013;Semi-Auto;58573;Petrol;125;53.3;1.4;A
 A1;2015;Manual;29544;Petrol;0;67.3;1.0;A
 A1;2016;Manual;58952;Diesel;0;76.3;1.6;A
 Q3;2013;Manual;70000;Diesel;145;54.3;2.0;A
 A1;2015;Manual;35924;Petrol;0;67.3;1.0;A
 A3;2014;Manual;25854;Petrol;30;57.6;1.2;A
 A3;2013;Manual;37838;Petrol;125;53.3;1.4;A
 A4;2015;Manual;80950;Diesel;30;64.2;2.0;A
 A5;2013;Manual;80931;Diesel;30;64.2;2.0;A
 A3;2015;Manual;59200;Diesel;0;74.3;1.6;A
 A3;2011;Manual;32300;Petrol;235;39.2;2.0;A
 A1;2015;Manual;61194;Petrol;0;67.3;1.0;A
 A3;2013;Semi-Auto;45618;Diesel;30;62.8;2.0;A
 A3;2016;Manual;84049;Diesel;0;74.3;1.6;A
 A1;2016;Manual;38375;Petrol;0;67.3;1.0;A
 A3;2015;Manual;82932;Diesel;20;68.9;2.0;A
 A1;2016;Manual;49347;Petrol;30;55.4;1.4;A
 A3;2015;Manual;78205;Diesel;20;68.9;1.6;A
 A3;2016;Manual;60901;Diesel;20;68.9;2.0;A
 A1;2014;Manual;62871;Petrol;20;60.1;1.4;A
 A5;2013;Semi-Auto;80248;Diesel;125;58.9;2.0;A
 A1;2013;Manual;29773;Petrol;125;52.3;1.4;A
 A3;2015;Manual;25500;Diesel;20;68.9;2.0;A
 A4;2014;Automatic;57800;Diesel;125;58.9;2.0;A
 A1;2013;Manual;44374;Diesel;0;74.3;1.6;A
 A1;2014;Manual;27260;Petrol;125;52.3;1.4;A
 A3;2013;Manual;65000;Diesel;20;68.9;2.0;A
 A1;2014;Manual;44202;Petrol;30;55.4;1.2;A
 A1;2016;Manual;33186;Petrol;0;67.3;1.0;A
 A1;2017;Manual;50095;Diesel;0;76.3;1.6;A
 A1;2015;Manual;40383;Petrol;30;57.6;1.4;A
 A1;2013;Manual;17956;Petrol;125;52.3;1.4;A
 A3;2014;Manual;91395;Diesel;20;68.9;2.0;A
 A3;2015;Automatic;121420;Hybrid;0;176.6;1.4;A
 A3;2014;Manual;93060;Diesel;20;67.3;2.0;A
 A4;2016;Automatic;99740;Diesel;0;72.4;2.0;A
 A3;2015;Manual;113110;Diesel;20;67.3;2.0;A
 A1;2015;Manual;29554;Diesel;0;80.7;1.6;A
 A1;2013;Semi-Auto;63361;Petrol;150;47.9;1.4;A
 A1;2016;Manual;56637;Diesel;0;76.3;1.6;A
 A3;2015;Manual;55522;Diesel;20;68.9;2.0;A
 A1;2015;Manual;47620;Petrol;0;67.3;1.0;A
 A1;2013;Automatic;51476;Petrol;125;53.3;1.4;A
 A1;2016;Manual;36462;Diesel;0;76.3;1.6;A
 A3;2016;Manual;67537;Diesel;0;74.3;1.6;A
 A3;2015;Manual;40573;Diesel;0;74.3;1.6;A
 A3;2015;Manual;37402;Diesel;20;68.9;2.0;A
 A3;2013;Automatic;79000;Petrol;125;50.4;1.8;A
 A1;2012;Semi-Auto;46179;Petrol;125;53.3;1.4;A
 A1;2016;Manual;75189;Diesel;0;80.7;1.6;A
 A3;2014;Manual;94410;Petrol;30;58.9;1.4;A
 A1;2015;Manual;40170;Petrol;30;57.6;1.4;A
 A4;2014;Manual;56180;Diesel;30;61.4;2.0;A
 A3;2015;Manual;57021;Diesel;0;83.1;1.6;A
 A1;2016;Manual;50000;Petrol;0;67.3;1.0;A
 Q7;2008;Automatic;57000;Diesel;570;28.8;3.0;A
 A5;2011;Manual;35000;Diesel;150;51.4;2.0;A
 A1;2016;Manual;24396;Petrol;0;67.3;1.0;A
 Q3;2014;Manual;83412;Diesel;150;54.3;2.0;A
 A1;2017;Manual;54837;Petrol;0;67.3;1.0;A
 A4;2013;Manual;82591;Diesel;30;61.4;2.0;A
 A1;2016;Manual;30394;Petrol;0;67.3;1.0;A
 A5;2014;Manual;76101;Diesel;30;64.2;2.0;A
 A3;2015;Manual;55122;Diesel;0;83.1;1.6;A
 A3;2015;Manual;61443;Diesel;20;70.6;1.6;A
 A4;2014;Manual;49441;Diesel;30;62.8;2.0;A
 A5;2014;Manual;66992;Diesel;30;61.4;2.0;A
 A1;2014;Manual;70654;Diesel;0;74.3;1.6;A
 A4;2014;Manual;77000;Diesel;30;62.8;2.0;A
 A1;2015;Manual;38000;Diesel;0;80.7;1.6;A
 A3;2014;Manual;49000;Diesel;20;68.9;2.0;A
 A5;2014;Automatic;88000;Diesel;125;58.9;2.0;A
 Q3;2014;Manual;58000;Diesel;145;54.3;2.0;A
 A4;2015;Automatic;97000;Petrol;200;40.9;2.0;A
 A4;2012;Manual;49500;Diesel;30;62.8;2.0;A
 A1;2010;Automatic;38000;Petrol;125;53.3;1.4;A
 A5;2013;Manual;62090;Diesel;30;64.2;2.0;A
 A3;2013;Manual;55600;Diesel;20;68.9;2.0;A
 A1;2013;Semi-Auto;52278;Petrol;125;53.3;1.4;A
 Q3;2014;Manual;69944;Diesel;145;54.3;2.0;A
 A1;2015;Manual;19603;Diesel;0;80.7;1.6;A
 A4;2014;Manual;67054;Diesel;30;61.4;2.0;A
 A1;2016;Manual;28790;Petrol;0;67.3;1.0;A
 A1;2013;Manual;48000;Petrol;125;53.3;1.4;A
 A3;2016;Manual;49379;Diesel;20;70.6;1.6;A
 A4;2015;Manual;69647;Diesel;30;64.2;2.0;A
 A5;2013;Semi-Auto;75900;Diesel;125;58.9;2.0;A
 A1;2016;Manual;42011;Diesel;0;76.3;1.6;A
 A1;2016;Manual;35076;Diesel;0;76.3;1.6;A
 A3;2015;Manual;29565;Petrol;125;53.3;1.4;A
 A4;2012;Manual;70950;Diesel;200;46.3;2.0;A
 A5;2014;Automatic;90000;Diesel;125;58.9;2.0;A
 A8;2011;Automatic;105000;Diesel;235;42.8;3.0;A
 A1;2013;Automatic;29180;Petrol;30;54.3;1.4;A
 TT;2011;Manual;38000;Petrol;200;43.5;1.8;A
 A5;2014;Manual;82000;Diesel;20;64.2;2.0;A
 A1;2014;Manual;54000;Petrol;30;55.4;1.2;A
 A4;2011;Automatic;78000;Diesel;305;39.8;3.0;A
 A1;2013;Semi-Auto;47565;Petrol;125;53.3;1.4;A
 A1;2015;Manual;49565;Petrol;30;55.4;1.4;A
 A3;2015;Manual;27890;Diesel;0;74.3;1.6;A
 A3;2015;Manual;46901;Diesel;20;70.6;1.6;A
 A3;2015;Manual;72952;Diesel;20;68.9;2.0;A
 A4;2013;Manual;53764;Diesel;125;60.1;2.0;A
 A1;2015;Manual;23758;Diesel;0;80.7;1.6;A
 A3;2016;Manual;63562;Diesel;20;68.9;2.0;A
 A3;2015;Manual;41843;Diesel;0;83.1;1.6;A
 A1;2017;Manual;29155;Diesel;0;76.3;1.6;A
 A1;2015;Manual;37759;Diesel;0;80.7;1.6;A
 A3;2016;Manual;33534;Diesel;0;83.1;1.6;A
 A3;2012;Automatic;84332;Petrol;125;50.4;1.8;A
 A1;2015;Manual;37847;Petrol;30;55.4;1.4;A
 A1;2016;Manual;30000;Petrol;0;67.3;1.0;A
 A4;2014;Manual;51514;Diesel;30;62.8;2.0;A
 A1;2015;Manual;51395;Diesel;0;80.7;1.6;A
 A3;2014;Manual;39828;Petrol;30;57.6;1.2;A
 A3;2015;Manual;50325;Diesel;0;74.3;1.6;A
 A1;2016;Manual;31282;Petrol;0;67.3;1.0;A
 A4;2015;Manual;69599;Diesel;30;64.2;2.0;A
 A3;2013;Manual;34801;Petrol;20;60.1;1.4;A
 A3;2015;Semi-Auto;105200;Diesel;20;70.6;1.6;A
 A1;2014;Manual;28324;Petrol;125;53.3;1.4;A
 A3;2016;Manual;75308;Diesel;20;68.9;2.0;A
 A1;2015;Manual;40365;Diesel;0;80.7;1.6;A
 A5;2013;Manual;37362;Diesel;125;57.6;2.0;A
 A4;2014;Manual;80120;Diesel;30;62.8;2.0;A
 A1;2015;Manual;36196;Diesel;0;80.7;1.6;A
 A1;2015;Manual;62632;Petrol;20;60.1;1.4;A
 A4;2015;Manual;68899;Diesel;20;67.3;2.0;A
 A3;2015;Manual;99280;Diesel;20;67.3;2.0;A
 A3;2015;Manual;21872;Petrol;125;53.3;1.4;A
 A4;2015;Manual;61710;Diesel;30;65.7;2.0;A
 A3;2015;Manual;103370;Petrol;20;60.1;1.4;A
 A4;2015;Automatic;113420;Diesel;205;47.1;2.0;A
 A3;2015;Manual;97370;Petrol;30;57.6;1.4;A
 A3;2013;Manual;65500;Petrol;125;53.3;1.4;A
 A1;2016;Manual;36843;Diesel;0;76.3;1.6;A
 A5;2013;Manual;80242;Diesel;30;60.1;2.0;A
 A1;2016;Manual;31188;Petrol;0;67.3;1.0;A
 A4;2015;Manual;71920;Diesel;30;65.7;2.0;A
 A3;2016;Manual;70070;Diesel;0;74.3;1.6;A
 A6;2014;Semi-Auto;64458;Diesel;30;64.2;2.0;A
 A6;2014;Semi-Auto;64460;Diesel;30;64.2;2.0;A
 A4;2014;Manual;77701;Diesel;125;57.6;2.0;A
 A1;2015;Manual;20545;Petrol;0;67.3;1.0;A
 A3;2016;Manual;61130;Diesel;0;74.3;1.6;A
 A1;2016;Manual;31461;Diesel;0;76.3;1.6;A
 A1;2015;Manual;26549;Petrol;0;67.3;1.0;A
 A1;2017;Manual;31037;Petrol;0;67.3;1.0;A
 A1;2017;Manual;38176;Diesel;0;76.3;1.6;A
 Q3;2013;Manual;69884;Diesel;145;54.3;2.0;A
 A1;2016;Manual;27878;Diesel;0;76.3;1.6;A
 A3;2015;Automatic;57345;Petrol;20;58.9;1.2;A
 A1;2015;Manual;36910;Petrol;0;67.3;1.0;A
 A4;2016;Manual;98791;Diesel;20;70.6;2.0;A
 A1;2015;Manual;54292;Diesel;0;80.7;1.6;A
 A1;2016;Manual;19356;Diesel;0;80.7;1.6;A
 A3;2015;Manual;46112;Petrol;20;60.1;1.4;A
 A3;2016;Manual;66369;Diesel;0;83.1;1.6;A
 A4;2016;Manual;97440;Diesel;20;70.6;2.0;A
 A4;2016;Manual;88151;Diesel;20;70.6;2.0;A
 A3;2014;Manual;34250;Petrol;30;55.4;1.4;A
 A4;2013;Manual;36219;Petrol;145;49.6;1.8;A
 A1;2016;Manual;40172;Petrol;0;67.3;1.0;A
 A3;2015;Manual;54735;Diesel;0;83.1;1.6;A
 A1;2015;Manual;22319;Petrol;0;67.3;1.0;A
 A1;2016;Manual;47776;Diesel;0;76.3;1.6;A
 A1;2016;Manual;30200;Petrol;30;57.6;1.4;A
 TT;2011;Manual;80000;Diesel;145;53.3;2.0;A
 A1;2016;Manual;47779;Petrol;30;55.4;1.4;A
 A1;2015;Manual;28003;Petrol;30;57.6;1.4;A
 Q3;2013;Manual;52210;Diesel;150;54.3;2.0;A
 A3;2016;Manual;74000;Diesel;20;68.9;2.0;A
 A3;2016;Manual;69037;Diesel;20;68.9;2.0;A
 A3;2015;Manual;27434;Diesel;20;68.9;2.0;A
 A3;2015;Manual;61335;Diesel;30;67.3;2.0;A
 A1;2016;Manual;33560;Diesel;0;76.3;1.6;A
 A1;2012;Manual;44331;Petrol;125;52.3;1.4;A
 A1;2016;Manual;42500;Petrol;0;67.3;1.0;A
 A4;2014;Semi-Auto;65203;Diesel;125;58.9;2.0;A
 A1;2015;Manual;27013;Petrol;30;57.6;1.4;A
 A1;2014;Manual;30287;Petrol;125;53.3;1.4;A
 A3;2016;Manual;55905;Diesel;0;83.1;1.6;A
 A5;2012;Manual;66000;Diesel;30;60.1;2.0;A
 A3;2016;Manual;67959;Diesel;0;74.3;1.6;A
 A1;2015;Manual;31239;Diesel;0;80.7;1.6;A
 A1;2016;Manual;34291;Diesel;0;76.3;1.6;A
 A6;2013;Manual;69550;Diesel;125;57.6;2.0;A
 A3;2015;Manual;49441;Diesel;0;83.1;1.6;A
 A5;2013;Manual;76026;Diesel;30;60.1;2.0;A
 A1;2013;Automatic;49898;Petrol;125;53.3;1.4;A
 A1;2015;Manual;30042;Diesel;0;80.7;1.6;A
 A1;2016;Manual;35412;Petrol;30;57.6;1.4;A
 A5;2014;Manual;49030;Diesel;30;64.2;2.0;A
 A1;2015;Manual;31509;Petrol;0;67.3;1.0;A
 A1;2013;Semi-Auto;22089;Petrol;125;53.3;1.4;A
 A3;2015;Manual;68428;Diesel;0;83.1;1.6;A
 A1;2015;Manual;20639;Petrol;0;67.3;1.0;A
 A4;2016;Manual;100000;Diesel;0;74.3;2.0;A
 A1;2016;Manual;53440;Diesel;0;80.7;1.6;A
 A3;2013;Manual;60076;Diesel;20;68.9;2.0;A
 A1;2014;Manual;24856;Petrol;125;52.3;1.4;A
 A3;2016;Manual;67277;Diesel;0;74.3;1.6;A
 A1;2014;Manual;34452;Petrol;125;52.3;1.4;A
 A3;2017;Manual;55000;Diesel;0;74.3;1.6;A
 A1;2015;Manual;27209;Petrol;0;67.3;1.0;A
 A5;2013;Manual;50124;Diesel;30;61.4;2.0;A
 A1;2017;Manual;40652;Diesel;0;76.3;1.6;A
 A3;2015;Manual;31983;Diesel;20;70.6;1.6;A
 A1;2017;Manual;44330;Diesel;0;76.3;1.6;A
 A3;2015;Manual;41402;Diesel;20;68.9;2.0;A
 A1;2015;Manual;52902;Petrol;30;58.9;1.4;A
 A3;2016;Automatic;76000;Diesel;30;62.8;2.0;A
 A1;2015;Manual;47331;Petrol;125;52.3;1.4;A
 A4;2014;Manual;75261;Diesel;125;60.1;2.0;A
 A4;2015;Manual;69000;Diesel;145;55.4;2.0;A
 A3;2014;Manual;28801;Petrol;30;57.6;1.2;A
 A1;2015;Manual;55201;Diesel;0;80.7;1.6;A
 A1;2014;Semi-Auto;18753;Petrol;20;60.1;1.4;A
 A1;2015;Manual;42347;Diesel;0;74.3;1.6;A
 A3;2015;Manual;43000;Petrol;30;58.9;1.4;A
 A3;2016;Manual;33000;Diesel;20;70.6;1.6;A
 Q3;2014;Manual;47000;Diesel;160;49.6;2.0;A
 A3;2016;Manual;44000;Diesel;20;70.6;1.6;A
 TT;2012;Manual;24693;Diesel;165;51.4;2.0;A
 A1;2017;Manual;37131;Petrol;0;67.3;1.0;A
 A1;2016;Manual;43000;Petrol;0;67.3;1.0;A
 A1;2016;Manual;45954;Diesel;0;80.7;1.6;A
 A1;2013;Semi-Auto;44700;Petrol;125;53.3;1.4;A
 A1;2015;Manual;34190;Diesel;0;80.7;1.6;A
 A4;2014;Semi-Auto;54713;Diesel;125;58.9;2.0;A
 A3;2016;Manual;59800;Diesel;0;74.3;1.6;A
 A3;2015;Manual;86540;Diesel;20;67.3;2.0;A
 A1;2014;Manual;32000;Diesel;0;74.3;1.6;A
 A4;2013;Manual;31169;Petrol;145;49.6;1.8;A
 A1;2015;Manual;21396;Petrol;0;67.3;1.0;A
 A1;2015;Manual;41015;Petrol;0;67.3;1.0;A
 A3;2016;Manual;68294;Diesel;0;74.3;1.6;A
 A1;2015;Manual;31393;Petrol;30;57.6;1.4;A
 A3;2017;Manual;74501;Diesel;0;74.3;1.6;A
 A1;2016;Manual;37148;Petrol;0;67.3;1.0;A
 A1;2015;Manual;57179;Petrol;30;56.5;1.4;A
 A3;2015;Manual;69124;Diesel;30;67.3;2.0;A
 A3;2013;Automatic;40328;Petrol;30;56.5;1.4;A
 A6;2013;Automatic;92083;Diesel;145;56.5;2.0;A
 A1;2016;Manual;34886;Diesel;0;76.3;1.6;A
 A3;2013;Automatic;65356;Diesel;20;72.4;1.6;A
 A1;2016;Manual;18272;Petrol;0;67.3;1.0;A
 A3;2016;Manual;74924;Diesel;30;67.3;2.0;A
 A3;2016;Manual;46516;Diesel;20;70.6;2.0;A
 A3;2015;Manual;46893;Diesel;20;68.9;2.0;A
 A5;2013;Manual;68187;Diesel;125;57.6;2.0;A
 A1;2014;Manual;60128;Petrol;125;52.3;1.4;A
 A1;2013;Automatic;24913;Petrol;20;60.1;1.4;A
 A3;2015;Manual;27426;Diesel;0;74.3;1.6;A
 A1;2016;Manual;41816;Petrol;0;67.3;1.0;A
 A5;2013;Automatic;69670;Diesel;145;53.3;2.0;A
 A1;2017;Manual;30945;Petrol;0;67.3;1.0;A
 A4;2016;Manual;88230;Diesel;0;74.3;2.0;A
 Q3;2015;Manual;120860;Diesel;125;60.1;2.0;A
 A6;2015;Automatic;118330;Diesel;30;64.2;2.0;A
 A4;2015;Manual;116840;Diesel;125;57.6;2.0;A
 A3;2015;Manual;44458;Diesel;0;74.3;1.6;A
 A1;2016;Manual;31913;Petrol;0;67.3;1.0;A
 A1;2016;Semi-Auto;59302;Petrol;30;57.6;1.4;A
 A1;2016;Manual;40494;Petrol;0;67.3;1.0;A
 A1;2015;Manual;39000;Petrol;30;55.4;1.4;A
 A3;2014;Manual;24055;Diesel;20;68.9;2.0;A
 A1;2015;Manual;20828;Petrol;30;57.6;1.4;A
 A1;2014;Semi-Auto;66883;Petrol;30;57.6;1.4;A
 A1;2015;Manual;26300;Diesel;0;80.7;1.6;A
 A1;2015;Manual;21438;Petrol;125;52.3;1.4;A
 A1;2017;Manual;33723;Petrol;0;67.3;1.0;A
 Q3;2011;Manual;35577;Petrol;235;38.7;2.0;A
 A1;2015;Manual;36477;Petrol;0;67.3;1.0;A
 A3;2016;Manual;37840;Diesel;20;70.6;1.6;A
 A1;2016;Manual;28760;Petrol;30;55.4;1.4;A
 A1;2016;Manual;15567;Diesel;0;76.3;1.6;A
 A1;2016;Manual;21428;Petrol;0;67.3;1.0;A
 A1;2016;Manual;21809;Petrol;0;67.3;1.0;A
 A4;2016;Manual;97150;Diesel;20;72.4;2.0;A
 A1;2016;Manual;52820;Diesel;0;76.3;1.6;A
 A1;2015;Manual;37458;Petrol;30;55.4;1.4;A
 A3;2015;Automatic;74413;Diesel;125;57.6;2.0;A
 A1;2016;Manual;16569;Petrol;0;67.3;1.0;A
 A1;2017;Manual;59973;Petrol;145;67.3;1.0;A
 A1;2014;Manual;35700;Petrol;125;52.3;1.4;A
 A1;2015;Manual;34616;Diesel;0;80.7;1.6;A
 A1;2016;Manual;24755;Diesel;0;76.3;1.6;A
 A5;2013;Manual;39000;Petrol;150;49.6;1.8;A
 A3;2015;Semi-Auto;55934;Petrol;20;60.1;1.4;A
 A3;2014;Semi-Auto;56000;Diesel;20;72.4;1.6;A
 Q5;2011;Automatic;92600;Diesel;265;40.4;2.0;A
 A1;2016;Manual;38731;Diesel;0;76.3;1.6;A
 A1;2016;Manual;19360;Diesel;0;76.3;1.6;A
 A1;2016;Manual;41914;Petrol;0;67.3;1.0;A
 A1;2016;Manual;39715;Petrol;0;67.3;1.0;A
 A1;2012;Automatic;27280;Petrol;145;47.9;1.4;A
 A1;2016;Manual;21658;Petrol;0;67.3;1.0;A
 A6;2015;Automatic;120500;Diesel;30;64.2;2.0;A
 A6;2015;Manual;78120;Diesel;30;61.4;2.0;A
 A5;2015;Manual;94690;Diesel;125;58.9;2.0;A
 A1;2014;Manual;27427;Diesel;20;68.9;2.0;A
 Q3;2013;Manual;42800;Diesel;145;54.3;2.0;A
 A1;2016;Manual;21700;Petrol;0;67.3;1.0;A
 A4;2016;Manual;92064;Diesel;20;70.6;2.0;A
 A1;2015;Manual;22266;Petrol;30;55.4;1.4;A
 A3;2014;Automatic;44880;Petrol;30;56.5;1.4;A
 A3;2015;Manual;42761;Diesel;0;83.1;1.6;A
 A3;2016;Manual;36851;Diesel;0;83.1;1.6;A
 A3;2016;Manual;41165;Diesel;0;83.1;1.6;A
 A3;2014;Automatic;79427;Diesel;20;72.4;1.6;A
 A1;2017;Manual;31447;Petrol;145;67.3;1.0;A
 A1;2016;Manual;18181;Petrol;0;67.3;1.0;A
 A1;2015;Manual;55369;Diesel;0;80.7;1.6;A
 A1;2015;Manual;55600;Diesel;0;80.7;1.6;A
 A3;2013;Semi-Auto;19606;Petrol;125;50.4;1.8;A
 A1;2016;Manual;46000;Petrol;0;67.3;1.0;A
 A3;2015;Manual;52146;Diesel;0;83.1;1.6;A
 A3;2014;Manual;44015;Diesel;20;67.3;2.0;A
 A1;2015;Manual;20048;Petrol;0;67.3;1.0;A
 A1;2016;Manual;36639;Petrol;30;57.6;1.4;A
 A5;2015;Manual;79651;Diesel;145;54.3;2.0;A
 A1;2015;Manual;43000;Petrol;30;56.5;1.4;A
 A1;2015;Manual;37634;Petrol;0;67.3;1.0;A
 A1;2016;Manual;18679;Petrol;30;57.6;1.4;A
 A5;2012;Manual;76866;Diesel;145;55.4;2.0;A
 A1;2015;Manual;20912;Petrol;30;55.4;1.4;A
 Q5;2012;Manual;95000;Diesel;205;47.9;2.0;A
 A1;2015;Manual;32500;Diesel;0;80.7;1.6;A
 TT;2014;Manual;56000;Petrol;165;44.1;1.8;A
 A3;2014;Semi-Auto;33000;Diesel;20;72.4;1.6;A
 A1;2015;Manual;21131;Diesel;0;80.7;1.6;A
 A1;2015;Automatic;30854;Diesel;0;76.3;1.6;A
 A3;2016;Manual;29660;Diesel;20;70.6;1.6;A
 A1;2016;Manual;30539;Petrol;30;57.6;1.4;A
 A6;2014;Manual;80050;Diesel;125;57.6;2.0;A
 A1;2016;Manual;24800;Petrol;0;67.3;1.0;A
 A3;2015;Manual;34500;Diesel;0;83.1;1.6;A
 A4;2016;Manual;87754;Diesel;0;74.3;2.0;A
 A3;2015;Manual;41683;Petrol;20;58.9;1.4;A
 A3;2013;Manual;42345;Petrol;30;58.9;1.4;A
 A1;2015;Manual;48299;Petrol;30;57.6;1.4;A
 Q3;2013;Manual;65542;Diesel;145;54.3;2.0;A
 TT;2012;Manual;45000;Diesel;145;53.3;2.0;A
 A1;2016;Manual;29702;Petrol;0;67.3;1.0;A
 A6;2014;Automatic;123445;Diesel;30;64.2;2.0;A
 A3;2014;Manual;50652;Diesel;0;74.3;1.6;A
 A1;2015;Manual;45000;Petrol;30;56.5;1.4;A
 A3;2016;Manual;37920;Diesel;20;68.9;2.0;A
 A1;2014;Manual;25088;Petrol;125;53.3;1.4;A
 A5;2015;Manual;61713;Diesel;20;64.2;2.0;A
 A6;2013;Manual;57062;Diesel;125;57.6;2.0;A
 A1;2015;Manual;47000;Petrol;30;55.4;1.4;A
 A1;2016;Manual;24642;Petrol;0;67.3;1.0;A
 A1;2016;Manual;24971;Petrol;0;67.3;1.0;A
 A1;2016;Manual;26442;Petrol;30;57.6;1.4;A
 A1;2017;Manual;43521;Petrol;30;57.6;1.4;A
 A3;2015;Manual;60000;Diesel;20;68.9;2.0;A
 A1;2015;Manual;40222;Diesel;0;80.7;1.6;A
 A3;2014;Automatic;10534;Petrol;30;56.5;1.2;A
 A1;2016;Manual;40468;Petrol;30;55.4;1.4;A
 A6;2013;Manual;64000;Diesel;145;56.5;2.0;A
 A1;2016;Manual;17679;Diesel;0;76.3;1.6;A
 A1;2014;Manual;50500;Diesel;20;68.9;2.0;A
 A5;2013;Semi-Auto;67000;Diesel;125;60.1;2.0;A
 A1;2018;Manual;61012;Diesel;150;76.4;1.6;A
 A4;2016;Manual;57395;Petrol;125;53.3;1.4;A
 Q3;2014;Manual;62926;Diesel;160;49.6;2.0;A
 A6;2015;Manual;70000;Diesel;30;65.7;2.0;A
 A3;2015;Automatic;70000;Petrol;30;57.6;1.4;A
 A3;2015;Manual;37000;Diesel;0;74.3;1.6;A
 A3;2016;Manual;57097;Diesel;0;83.1;1.6;A
 A5;2014;Manual;78812;Diesel;30;61.4;2.0;A
 A1;2014;Semi-Auto;32709;Petrol;145;47.9;1.4;A
 A1;2016;Manual;36951;Petrol;0;67.3;1.0;A
 A1;2016;Manual;45644;Diesel;0;80.7;1.6;A
 A1;2015;Manual;13854;Petrol;30;55.4;1.4;A
 A1;2016;Manual;44575;Petrol;30;55.4;1.4;A
 A1;2017;Manual;45000;Diesel;0;76.3;1.6;A
 A3;2014;Manual;42450;Petrol;20;60.1;1.4;A
 A4;2014;Semi-Auto;48500;Diesel;125;58.9;2.0;A
 A3;2014;Manual;84878;Diesel;20;67.3;2.0;A
 A1;2014;Manual;51808;Diesel;0;74.3;1.6;A
 A1;2015;Semi-Auto;50506;Petrol;20;60.1;1.4;A
 A4;2014;Manual;51000;Diesel;30;61.4;2.0;A
 Q3;2012;Semi-Auto;61000;Diesel;205;47.9;2.0;A
 A1;2016;Manual;43000;Petrol;30;57.6;1.4;A
 A3;2015;Manual;94806;Diesel;30;65.7;2.0;A
 A1;2015;Manual;27897;Petrol;30;55.4;1.4;A
 A1;2016;Manual;36120;Diesel;0;76.3;1.6;A
 A5;2015;Manual;65000;Diesel;150;55.4;2.0;A
 A5;2011;Manual;44000;Diesel;160;49.6;2.0;A
 A1;2014;Manual;36000;Petrol;125;52.3;1.4;A
 A1;2016;Manual;25783;Petrol;30;57.6;1.4;A
 A1;2016;Manual;36379;Petrol;0;67.3;1.0;A
 A1;2016;Manual;24242;Petrol;0;67.3;1.0;A
 A1;2017;Manual;30813;Petrol;0;67.3;1.0;A
 A3;2014;Manual;50573;Petrol;20;60.1;1.4;A
 A3;2014;Manual;53664;Petrol;30;57.6;1.2;A
 A3;2016;Manual;41014;Petrol;125;53.3;1.4;A
 Q3;2013;Manual;73956;Diesel;160;49.6;2.0;A
 A1;2016;Manual;34507;Diesel;0;76.3;1.6;A
 A4;2015;Manual;73946;Diesel;20;68.9;2.0;A
 A3;2014;Manual;33703;Petrol;20;60.1;1.4;A
 A1;2016;Manual;30000;Diesel;0;76.3;1.6;A
 A3;2016;Manual;64753;Diesel;20;70.6;2.0;A
 Q3;2012;Manual;62898;Diesel;160;49.6;2.0;A
 A3;2015;Manual;31332;Petrol;30;56.5;1.2;A
 Q3;2013;Automatic;82943;Diesel;200;47.9;2.0;A
 A1;2016;Manual;19865;Diesel;0;76.3;1.6;A
 A4;2015;Manual;87652;Diesel;0;74.3;2.0;A
 A3;2016;Manual;38537;Diesel;20;68.9;2.0;A
 A3;2016;Manual;36281;Diesel;0;74.3;1.6;A
 A4;2016;Manual;72419;Diesel;20;70.6;2.0;A
